abstract-quality;['व्यक्तित्व', 'व्यक्तित्त्व'];व्यवहार के समस्त गुणों का नाम ही व्यक्तित्व है-वुडवर्ड
intentional-collective;['यूरोपीय ज्ञानोदय', 'ज्ञानवर्धन', 'युरोपीय प्रबोधन', 'कारण की आयु'];प्रबोधन युग
language;['prolog', 'तर्क प्रोग्रामिंग'];प्रोग्रामिंग भाषा
language;['ना-डिने भाषाएँ', 'आथाबास्की-एयक-त्लिंगित', 'त्लिंगित-डिने', 'ना dene', 'ना dene भाषा', 'ना dene भाषाओं'];एक अमेरिकी आदिवासी भाषा परिवार
language;['सी', 'c', 'सी-भाषा', 'सी प्रोग्रामिंग', 'सी प्रोग्रामिंग भाषा'];प्रोग्रामिंग भाषा
language;['प्राकृतिक भाषा'];ऐसी भाषा जिसका जन्म और विकास स्वत: हुआ हो
language;['भाषा', 'ज़बान', 'जबान', 'जुबान', 'बोली', 'भाखा', 'भाष', 'भासा', 'लिसान', 'लुगत', 'वाणी', 'भाशा', 'भाषाओं', 'भाषाई विविधता', 'भाषाई संचार'];विचारो को अभिव्यक्त करने का एक समर्थ माध्यम
language;['संस्कृत', 'संस्कृत भाषा', 'देवभाषा', 'देववाणी', 'लौकिक संस्कृत', 'संसकृत', 'संस्कृतम्', 'ॡ', 'शास्त्रीय संस्कृत', 'संस्कृत विषयक भाषा'];विश्व की प्राचीन एवं समृद्ध भाषा
language;['मराठी', 'मराठी भाषा', 'marathi language', 'mahratti'];भारतीय भाषा
language;['गोइडेलिक भाषाएँ', 'गोएडेलिक भाषाएँ', 'गेलिक', 'गोडिल जाति का', 'आइरिश', 'गेलिक भाषा', 'गोडिल जाति का भाषा', 'गोडिल जाति का भाषा गया'];भाषाई परिवार
language;['तिब्बताई भाषाएँ', 'तिब्बती', 'तिब्बती भाषाएं', 'तिब्बताई भाषाओं', 'तिब्बती भाषा'];तिब्बती-बर्मी भाषाओं का एक समूह है जो पूर्वी मध्य एशिया के तिब्बत के पठार और भारतीय उपमहाद्वीप के कई उत्तरी क्षेत्रों में तिब्बती लोगों द्वारा बोली जाती हैं।
language;['मिस्री भाषा', 'मिस्री भाषाएँ', 'प्राचीन मिस्र की भाषा'];मिस्र की सबसे प्राचीन ज्ञात भाषा
