activity;['go', 'baduk', 'go-spelare', 'gote', 'hane', 'sten', 'wei-chi', 'weiqi', '⚆', '⚇', '⚈', '⚉', 'go spel'];Ett brädspel som ursprungligen kom från Kina.
information-object;['punkt', 'punkttecken', 'full poäng', 'fullt stopp', 'period'];Det punktformade skiljetecken som markerar slut på mening.
information-object;['krönika', 'historia', 'berättelse', 'krönikor', 'kröniker', 'krönikeskrivare', 'lista över krönikeskrivare', 'historien', 'krönikörer'];En systematisk nedskriven beskrivning som består av kronologisk dokumentation av händelser (som dessa påverkar en stad, stat, nation, institution, vetenskap eller konst) och vanligen med en filosofisk förklaring till orsak och uppkomst av dessa händelser.
information-object;['tal', 'räkneord', 'siffra'];[Ett ord som anger ett antal eller en placering i en ordning.]
information-object;['frimärke', 'märke', 'frimärken', 'automathäfte', 'frankera', 'frankering', 'frankotecken', 'frimärkshäfte', 'frimärkskonstnär', 'frimärksrulle', 'postporto', 'efter stämpel', 'post stämpel'];En pappersbit som fästs på brev och paket för att betala för deras leverans.
information-object;['diftong', 'diftongering', 'fallande diftong', 'stigande diftong', 'diftonger'];En kombination av två (eller tre för en triftong) vokaliska ljud i en enda stavelse.
information-object;['troponym', 'sätt namn'];Ett ord eller en fras som betecknar ett sätt att göra vad som uttrycks av ett annat ord eller en annan fras.
information-object;['hyponym', 'snävare begrepp', 'hypernym', 'underordnad ord'];De begrepp i en ämnesordbok som är snävare än andra
information-object;['adverb', 'pronominaladverb'];Ett ord som bestämmer ett verb, adjektiv, ett annat adverb eller en prepositionsfras.
information-object;['översättning', 'bibelöversättare', 'bibelöversättning', 'öfversättning', 'översatt', 'översättningar', 'översättningen', 'felöversättning', 'interlingual överlämnande', 'rendering', 'språk översättning', 'translationell', 'översätta', 'översättare'];Det resulterande ordet eller texten när en person konverterar något från ett språk till ett annat.
information-object;['grafem', 'bokstav', 'typografiskt tecken', 'tecken', 'grafisk symbol'];En basal enhet i ett skrivsystem.
information-object;['prefix'];Ett morfem som placeras först i ett ord.
information-object;['suffix', 'desinence'];Ett morfem som placeras i slutet av ett ord.
information-object;['infix'];Ett morfem som infogas inuti ett ord.
information-object;['vinge', 'flygplansvinge'];Del av flygplan som gör det möjligt för det att hålla sig i luften.
information-object;['bokstav', 'skrivtecken', 'bokstavsanatomi', 'bokstavskonstruktion', 'bokstäver', 'alfabetiskt tecken', 'bokstaven'];En symbol i ett alfabet.
information-object;['skiljetecken', 'interpunktion', 'interpunktionstecken', 'kommateringsfejden'];Skrivtecken som används för att markera strukturen hos en skriven text. antingen mellan meningar eller inom meningar.
information-object;['antonym', 'motsatsord', 'motsats', 'antonymer', 'motsatsen', 'motsatt ord'];Ett ord eller en fras som har exakt eller nästan exakt motsatsbetydelse till ett annat ord eller en annan fras.
information-realization;['biljett', 'färdbiljett'];En pappersbit som ger ägaren rätt att använda ett allmänt kommunikationsmedel som tåg och buss.
information-realization;['bok', 'böcker', 'blok', 'boken', 'bokform', 'bokväsen', 'böckerna', 'debattbok', 'inlaga', 'lägg', 'pärm', 'skrifter', 'tryckta skrifter'];En samling av pappersark binds samman med gångjärn på ena kanten, innehållande tryckt eller skriftligt material, bilder, etc.
information-realization;['leende', 'flinade', 'grin', 'le', 'ler'];En flyttning uppåt av mungiporna som visar på glädje eller tillfredsställelse.
information-realization;['urkund', 'dåd', 'gärning', 'urkunder', 'handling', 'handling av transport'];Något som görs frivilligt av en person och är av ett sådant slag att vissa juridiska konsekvenser är förbundna med det.
information-realization;['sjökort'];En karta avsedd för navigering som beskriver ett avsnitt av havet, visar en kontur av kusten och var stenar, grund och andra delar av havet återfinns.
information-realization;['not', 'ton', 'notskrift', 'noten'];En skrivsymbol för att ange en ton i musik.
information-realization;['fotografi', 'foto', 'kort', 'bilder', 'fotografier', 'fotografiet'];En avbildning fångad av en kamera eller annan apparat och reproducerad som en bild, vanligen på en ljuskänslig yta och skapad genom en kemisk reaktion av ljus eller strålningsenergi.
information-realization;['översättning', 'översätta programmet'];Handlingen att växla ord och texter från ett språk till ett annat.
information-realization;['kort'];En platt vanligen rektangulär bit av styvt papper, plast etc.
information-realization;['fredsfördrag', 'fredsavtal', 'fred', 'fredsslut', 'fredsverk', 'fredsuppgörelse'];Ett tillstånd av frihet från krig, i synnerhet krig mellan olika länder.
information-realization;['målning', 'måleri', 'målarkonst', 'bild', 'tavla', 'konstnär', 'målare', 'målningar', 'målarinna', 'tavlor', 'klassisk målning'];Person (vanligen professionell) som stryker färg på ytor (som papper eller duk), för att skapa ett kreativt verk.
information-realization;['målning', 'måleri', 'målarkonst', 'bild', 'tavla', 'konstnär', 'målare', 'målningar', 'målarinna', 'tavlor', 'klassisk målning'];Bruket att applicera färg på en yta (bas) som t ex papper, duk, trä, glas, lack eller betong.
information-realization;['musik', 'tonkonst', 'musikalisk', 'musiken'];Det konstnärliga ordnandet av ljud eller toner som uttrycker idéer och känslor genom elementen rytm, melodi, harmoni och klangfärg.
information-realization;['skiva'];Ett avskuret stycke vars tjocklek är liten i jämförelse med dess längd och bredd eller dess diameter.
information-realization;['kollektivavtal', 'arbetsrätt', 'kollektivanställd', 'hängavtal', 'arbetsavtal'];Den gren av rättssystemet som fastställer reglerna som styr anställningsförhållanden, fackföreningsrelationer och statliga ingripanden för att ge skydd mot särskilda behovssituationer för medborgare som är arbetare.
information-realization;['konst'];Produkterna av mänsklig kreativitet. konstverk sammantaget.
information-realization;['ordination', 'recept'];En nedskriven beskrivning av en läkare angivande medicin och dosering.
language;['korniska'];Ett keltiskt språk som talas i Cornwall.
language;['malayalam', 'malayalam språket', 'malayam', 'malyalam'];Ett dravidiskt språk som huvudsakligen talas i delstaten Kerala i södra Indien.
language;['kannada', 'iso 639:kan', 'iso 639:kn', 'kanaresiska', 'kannada språk'];Ett dravidiskt språk som huvudsakligen talas i Karnataka-staten i Indien.
language;['bengali', 'bangla', 'bengaler', 'bengaliska', 'iso 639:ben', 'iso 639:bn', 'bengali språket'];Ett indiskt språk som huvudsakligen talas i Bangladesh och Indien.
language;['norska', 'no.', 'norsk grammatik', 'norska dialekter', 'norska språket', 'norskan', 'samnorsk'];Ett nordgermanskt språk som talas i Norge.
language;['isländska', 'isländska språket', 'fornisländska', 'isländskan', 'iso 639:is', 'iso 639:isl', 'íslenska', 'ísländska'];Ett nordgermanskt språk som huvudsakligen talas på Island.
language;['svenska', 'svenska språket', 'svenskt språk', 'iso 639:sv', 'iso 639:swe', 'sv.', 'svensk språkhistoria', 'svenskspråkig', 'svenskspråkiga', 'svenskspråkigt', 'swedish language'];Ett nordgermanskt språk, som främst talas i Sverige samt i delar av Finland.
language;['språk', 'enskilt språk', 'tungomål', 'språkvariant', 'enskilda språk', 'språklig', 'mänskligt språk', 'språklig kommunikation', 'språklig mångfald'];Ett kommunikationssystem som använder sig av talade eller tecknade ord eller av symboler för att representera ord, tecken eller ljud.
language;['sorbiska', 'högsorbiska', 'lågsorbiska', 'dolnoserbski', 'hornjoserbsce', 'iso 639:dsb', 'iso 639:hsb', 'iso 639:wen', 'serbsce', 'serbski', 'lusatian', 'sorbiska språk'];En grupp av västslaviska språk som talas i Lausitz.
language;['esperanto', 'boulognedeklarationen'];Ett vida spritt internationellt konstruerat språk, påbörjat av L.L. Zamenhof.
language;['ido', 'iso 639:ido', 'iso 639:io'];Ett konstgjort språk. en omarbetning av esperanto.
language;['rumänska', 'rumänska språket', 'dako-romanska', 'dakoromanska', 'iso 639:ro', 'iso 639:ron', 'iso 639:rum', 'limba românǎ', 'română'];Ett romanskt språk som huvudsakligen talas i Rumänien, Moldavien och Vojvodina.
language;['marathi', 'iso 639:mar', 'iso 639:mr', 'marattiska', 'mahratti', 'marathi språk'];Ett indiskt språk som huvudsakligen talas i västra och södra Indien.
language;['tadzjikiska', 'iso 639:tg', 'iso 639:tgk', 'tadjikiska', 'tajiki', 'tadzjikiska språket'];Ett språk i Tadzjikistan.
language;['kurdiska', 'kurdiska språket', 'kurdiska språk'];En grupp av indoiranska språk som talas av kurderna, som huvudsakligen bor i Irak, Turkiet, Syrien, Libanon och Iran.
language;['afrikaans', 'af', 'afr', 'språkkurser/afrikaans', 'afrikaans språket', 'sydafrikanska nederländska', 'taal'];Ett västgermanskt språk som talas huvudsakligen i Sydafrika och Namibia.
language;['nynorska', 'nynorsk', 'landsmål', 'iso 639:nn', 'iso 639:nno', 'landsmålet', 'maalstrævet', 'landsmaal', 'landsmal', 'ny norsk', 'nynorsk språket'];Ett av två officiella norska skriftspråk, byggt på dialekter. Det andra är bokmål.
language;['bokmål', 'riksmaal', 'riksmal', 'riksmål'];Ett av två officiella norska skriftspråk, baserat på danska. Det andra är nynorska.
language;['koreanska', '한국어', 'koreanska språket'];Ett språk, som framför allt talas i Nord- och Sydkorea.
language;['hebreiska', 'hebreiska språket', 'hebr.', 'hebraist', 'hebreisk', 'hebreiskt', 'hebréisk', 'ivrit'];Ett semitiskt språk som huvudsakligen talas av judiska samhällen i Israel och spridda över världen.
language;['iriska', 'irish language', 'irisk-gaeliska', 'irisk gaeliska', 'irländsk gäliska', 'irländska', 'gaeilge', 'gaeilgeoir', 'iriska språket', 'irländska språk'];Ett keltiskt språk som huvudsakligen talas på Irland.
language;['gegiska', 'geger', 'gheg', 'gheg dialekt'];Ett albanskt språk som huvudsakligen talas i norra delarna av Albanien och omgivande regioner.
language;['kantonesiska', 'yue', 'cantonese dialekt', 'kanton dialekt', 'kantonesiska språket', 'standard kantonesiska', 'yue dialekt'];Ett kinesiskt språk som huvudsakligen talas i sydöstra delarna av Fastlandskina.
language;['indonesiska', 'bahasa indonesia', 'bahasa', 'bahasa indonesien', 'indonesiska språket'];Ett austronesiskt språk som huvudsakligen talas i Indonesien och Östtimor.
language;['setswana', 'iso 639:tn', 'iso 639:tsn', 'tswana', 'sechuana'];Ett bantuspråk som talas i södra Afrika.
language;['amerikansk engelska', 'engelska', 'am. eng.', 'american english', 'amerikanska', 'amerikanska språket'];Ett västgermanskt språk som ursprungligen uppstod i England, men som nu talas på alla delar av de Brittiska öarna, den Brittiska Samväldet, Amerikas Förenta Stater och andra delar av världen.
language;['grekiska', 'grekiska språket', 'gr.', 'grecisering', 'grecist', 'grecitet', 'grek.', 'grekiska språk', 'grekiskan', 'ελληνικά', 'grekland', 'hellenic språk'];Ett indoeuropeiskt språk som huvudsakligen talas i Grekland och på Cypern.
language;['vietnamesiska', 'iso 639:vi', 'iso 639:vie', 'tiếng việt', 'annamite', 'vietnamesiska språket'];Ett austroasiatiskt språk som huvudsakligen talas i Vietnam.
language;['maori', 'māori', 'maori språket', 'māori språk'];Det språk som talas av urinvånarna på Nya Zeeland, maorierna.
language;['burmesiska', 'burmanska', 'burmesisk skrift', 'myanmarska', 'burmesiska språket'];Ett sinotibetanskt språk som huvudsakligen talas i Myanmar (Burma).
language;['estniska', 'estländska', 'estniska språket', 'esthonian', 'estonian'];Ett finsk-ugriskt språk som huvudsakligen talas i Estland.
language;['finska', 'finska språket', 'fi.', 'finländska', 'finskspråkig'];Ett finsk-ugriskt språk, som huvudsakligen talas i Finland.
language;['ungerska', 'ungrare', 'ungerska språket', 'iso 639:hu', 'iso 639:hun', 'magjariska', 'magyariska'];Ett finskt-ugriskt språk som huvudsakligen talas i Ungern.
language;['lettiska', 'iso 639:lvs', 'lettiska språket'];Ett baltiskt språk som huvudsakligen talas i Lettland.
language;['nepali', 'nepalesiska', 'gorkhali', 'gurkhali', 'khas-kura', 'khaskura', 'naipali', 'nepaliska', 'parbatiya', 'iso 639:ne', 'iso 639:nep', 'nepali språk'];Ett indiskt språk som talas i Nepal, Bhutan och vissa delar av Indien och Myanmar.
language;['spanska', 'kastilianska språket', 'spanska språket', 'español', 'hispanologi', 'iso 639:es', 'iso 639:spa', 'kastilianska', 'kastiljanska', 'spanska ord', 'spanskan', 'spanskspråkig', 'spanskt språk', 'spanskspråkiga'];Ett romanskt språk som huvudsakligen talas i Spanien, Central- och Sydamerika och i Karibien.
language;['vitryska', 'belarusiska', 'vitryss', 'iso 639:be', 'iso 639:bel', 'lacinka', 'łacinka', 'беларуская мова', 'vitryska språket'];En person av vitrysk nationalitet.
language;['vitryska', 'belarusiska', 'vitryss', 'iso 639:be', 'iso 639:bel', 'lacinka', 'łacinka', 'беларуская мова', 'vitryska språket'];Ett östslaviskt språk som huvudsakligen talas i Vitryssland.
language;['ryska', 'ryska språket', 'iso 639:ru', 'iso 639:rus', 'ry.', 'ryskspråkig', 'rysktalande', 'русский', 'ryskspråkiga'];Ett östslaviskt språk som huvudsakligen talas i Ryssland och i de tidigare sovjetrepublikerna.
language;['tyska', 'högtyska', 'tyska språket', 'deutsch', 'deutsche sprache', 'fornhögtyska', 'förtyskning', 'högtysk', 'högtyska språk', 'iso 639:de', 'iso 639:deu', 'iso 639:ger', 'medelhögtysk', 'medelhögtyska', 'medelhögtyskan', 'medeltidshögtyska', 'nyhögtyska', 'ty.', 'tyskan', 'tyskhet', 'tyskspråkig', 'tyskt språk', 'tysktalande', 'tyskspråkiga', 'germanophone', 'höga tyska språken'];Ett indoeuropeiskt språk som huvudsakligen talas i Tyskland, Österrike, Liechtenstein, Sydtyrolen, Schweiz och en liten del av Belgien.
legal-possession-entity;['prov', 'tenta', 'diagnostiskt prov', 'examen', 'bruksprov', 'lämplighetsprov', 'tentor', 'test', 'undersökningar'];En serie frågor (utvalda av läraren eller professorn) ställda med avsikt att mäta hur mycket eleverna eller studenterna har lärt sig under en given utbildningsperiod, termin eller läsår.
locative-role;['florens', 'firenze', 'florentinsk'];Huvudstaden i regionen Toscana i Italien.
locative-role;['gräsmatta', 'gräsmattor', 'pelouse', 'grästorv', 'turfgrass'];Markyta täckt med gräs som hålls kortklippt.
locative-role;['vallokal', 'vallokalen'];Plats dit röstberättigade vid allmänna val kan gå för att lägga sin röst.
locative-role;['trädgård', 'ekonomiträdgård', 'nyttoträdgård', 'trädgårdsanläggning', 'trädgårdar', 'trädgårdsman', 'klosterträdgård'];Ett stycke mark bredvid ett hus där blommor och andra växter odlas och som ofta har en gräsyta.
