abstract-region;['бисёръузва', 'бисёрузва', 'полином'];Бисёръузва́
cognitive-event;['бахт'];Бахт — мафҳуми шуури ахлоқӣ, инъикоси маънии ҳаётест, ки инсонро ботинан аз шароити зиндагӣ, нерӯи тавоноӣ, имконоти маънавӣ, ахлоқӣ, ҷисмонӣ, аз амалӣ шудани марому вазифааш комилан қонеъ мегардонад.
cognitive-event;['биопсия'];Биопси́я
cognitive-event;['бехатарӣ'];Бехатарӣ — вазъи собит ва бидуни хатар, ки ба воситаи корбурди силсилаи чораҷӯиҳо амалӣ мегардад.
cognitive-event;['забондонӣ', 'забондони'];Донистани забонҳои гуногун барои инсон нихоят зарур ва фоиданок аст.
cognitive-event;['вичдон', 'виҷдон'];Виҷдон
cognitive-event;['истиқроъ'];Истиқроъ
cognitive-event;['тахайюл', 'тасаввур'];Тахайюл
cognitive-event;['қарз'];Қарз - ҳамчун мафҳуми иқтисодӣ аз вожаи лот.
cognitive-event;['андеша', 'фикркунӣ', 'тафаккур'];Андеша, ё фикр
cognitive-event;['ангезиш', 'мотиватсия'];Ангезиш — қобилияти ба таъсири муҳити берунӣ ва дохилӣ ҷавоб гардонда тавонистани организми зинда.
cognitive-event;['антропоморфизм'];Антропоморфи́зм
cognitive-event;['нишоншиносӣ', 'гералдика'];Нишоншиносӣ, ҳералдика,
cognitive-event;['таърихи табиӣ', 'таърихи табиъӣ'];Таърихи табиъӣ — равиши илмии баррасии ҷонварону гиёҳон, ки бештар бар мушоҳида такя дорад то озмоиш ва бештари пажӯҳишҳои он дар маҷаллаҳои илмӣ чоп мешаванд то журнолҳои тахассусӣ.
cognitive-event;['таҳсилоти касбии баъд аз муассисаи олии таълимӣ'];Таҳсилоти касбии баъд аз муассисаи олии таълимӣ - таҳсилотест, ки ба ҳар шахс имкони боло бурдани сатҳи таҳсил ва тахассусро дар заминаи таҳсилоти олии касбӣ медиҳад.
cognitive-modal-description;['нигориш'];Нигориш — фарзи сохт аст, ки нишондиҳандаи дараҷаи фард аз дӯст ва ё дӯст надоштани чизе аст.
cognitive-modal-description;['ҷаҳонбинӣ', 'ҷаҳондонӣ'];Ҷаҳонбинӣ - ақидаи тому яклухт оид ба олам ва мақоми инсон дар он аст.
cognitive-modal-description;['фашизм', 'фошисм'];Фашизм (итал.
cognitive-modal-description;['коммунизм'];Коммунизм (франс.
cognitive-modal-description;['гностисизм'];Гностиси́зм
cognitive-modal-description;['агноститсизм', 'надонамгароӣ'];Надонамгароӣ, лоадрия
cognitive-modal-description;['эҳтиром'];Эҳтиром эҳсоси мусбат аз арҷ ниҳодан ва этино ба фард ё ашъёе аст, ки фарди эҳтиромгузоранда онро сазовори эҳтиром мешуморад.
cognitive-modal-description;['идеология'];Идеоло́гия
cognitive-modal-description;['мутаассиб', 'таъассуб'];Мутаассиб ё ақидаи шомили рафтори мутаассиб ва рафтори ғайрати ғайри интиқодӣ аст, бахусус барои иллати ифроти мазҳабӣ ё сиёсӣ ва ё дар баъзе ҳолатҳо дар варзишҳо, ё бо шӯру шавқ ба гузашта ё шуғли дӯстдошта мебошад.
cognitive-modal-description;['атеизм', 'бехудоӣ'];Атеи́зм, бехудоӣ
cognitive-modal-description;['яҳудситезӣ', 'антисемитизм'];Яҳудситезӣ, антисемити́зм — хусумати миллӣ ва динӣ нисбат ба яҳудиён, ки дар Аврупо оғоз ёфта буд.
cognitive-state;['худбоварӣ', 'эътимод ба нафс'];Худбоварӣ, ё эътимод ба нафс — яке аз шартҳои равонӣ аст, ки шахс дар он ба хотири таҷрибаҳои қаблӣ, ба тавоноиҳову истеъдодҳои худ дар муваффақияти анҷоми корҳо ба таври муваффақиятомез эътимоду бовар дорад.
cognitive-state;['амнезия'];Амнези́я
combinatorial-system;['аъзои ҷумла'];АЪЗÓИ ҶУМЛÁ муҳимтарин воҳидҳои наҳв, ки бо калимаҳои мустақилмаъно ё тар­кибҳо ифода ёфта, ба вазифаи сараъзо ё аъзои пайрав меоянд ва дар алоқамандӣ бо калимаву таркибҳои дигар дар сохтани ҷумла чун маводди асосӣ хидмат мекунанд.
course;['рекурсия'];Рекурсия - Тарзи сохтани функсияҳоро мо пештар омухта будем.
course;['эвристика'];Эвристика - аз калимаи юнонӣ гирифта шуда, маънояш меҷӯям, мекушоям мебошад.
course;['алгоритм', 'алгорифм', 'алгуритм'];Алгори́тм
course;['резонанс'];Резонанс
course;['диастола', 'diastole'];Диастола, сустшавии пешдил ё меъдачаҳои дил.
dependent-place;['мавзолей', 'мақбара', 'оромгоҳ'];Мавзолей, оромгоҳи боҳашамат.
dependent-place;['озоносфера'];Озоносфера - қабати озонии атмосфера, ки дар сатҳи замин дар баландии 10-50 км ҷойгир аст.
dependent-place;['вакуум'];Ва́куум
dependent-place;['гавҳарак', 'мардумак', 'ангурак'];Гавҳарак
dependent-place;['самт', 'azimut'];Самт ва ё Азимут
dependent-place;['геосфера', 'хоккура', 'геосфераҳо'];Хоккура, геоосфера
dependent-place;['гидросфера', 'ҳидросфера'];Ҳидросфера
ecological-collective;['ҷаҳон', 'чахон'];Ҷаҳон маънои асосиаш сайёра аст.
ecological-collective;['олами наботот', 'рустанӣ', 'флора', 'растанӣ'];Флора - олами наботот, растаниҳо.
ecological-collective;['олами наботот', 'рустанӣ', 'флора', 'растанӣ'];Рустанӣ, гиёҳ, наботот
ecological-collective;['ҷангал', 'беша'];Ҷангал — объекти табиие, ки ҳамчун қисми таркибии муҳити табиии атроф аз ҷониби қонун муҳофизат мешавад.
event;['spelling bee'];Шаблон:Сортировка: статьи без источниковSpelling bee
event;['ҳаракат'];Ҳаракат дар физика ба маънии тағйири макони ҷисм дар иртибот бо замон аст.
event;['тарма', 'баҳман', 'барфкӯч', 'барфшор'];Тарма ё барфкӯч, барфшор — тӯдаи сахтшудаи барф, ки аз кӯҳ канда шуда меафтад.
event;['гулӯлапартоӣ'];Гулӯлапартоӣ — мусобиқаи бо даст ба масофаи дур пар­тофтани асбоби махсуси варзишӣ – гулӯла.
