abstract-region;['operando', 'operand'];Un operando es omne argumento que es le objecto de un operation mathematic.
information-realization;['notation polonese', 'notation polac'];Notation polonese, anque cognoscite como notation prefixate, es un forma de notation pro logica, arithmetica, e algebra.
information-realization;['musical', 'theatro musical'];Le musical es un forma de theatro que combina le canto, parlar, accompaniamentos musical e dansa.
information-realization;['braille'];Le braille, [ˈbʁaɪ̯] o [ˈbʁaɪ̯ə], es un scriptura le qual es usate per personas cec o gravemente dishabilitate visualmente.
information-realization;['unix'];UNIX es un marca qui identifica primarimente un systema de operation initialmente disveloppate per le laboratorios AT&T e Bell Labs in 1970.
information-realization;['navigator web', 'navigator del web', 'navigatores del web'];Un navigator de rete es un programma informatic pro visualisar e navigar in paginas de rete in le Tela transterrestre, le systema de information de longe le plus diffundite in Internet.
information-realization;['dictionario'];Un dictionario es un opera de referentia que lista parolas o altere entitates linguistic frequentemente in un ordine alphabetic et assigna ad omne registration informationes explicative o equivalentes linguistic.
information-realization;['encyclopedia', 'encyclopaedia'];Un encyclopedia [en-tsi-klo-pé-dia] es un compendio de cognoscimento human.
information-realization;['ave maria'];Ave Maria es un oration de multe ecclesias christian a Maria, que comencia con le parolas "Ave, Maria, plen de Gratia...".
information-realization;['apologo', 'fabula'];Un fabula es un un obra litterari sin consideration de su expression.
information-realization;['canto', 'dansar con muba in le louvre'];Un canto es un componsition musical relativemente parve.
information-realization;['hymno national', 'hymno'];Le hymno national es un composition musical patriotic in general, con ligamines de historia, traditiones e lucta pro le existentia del populo, recognoscite per le governamento del nation como le canto official national, o de un convention in uso del populo.
information-realization;['morse codice'];Morse codice es un methodo pro representante litteras e numeros per luces, tonos o tic-taches.
information-realization;['sculptura'];Un sculptura es un corpore modellate, formate o sculptate con argilla, petra, ligno o un altere material.
information-realization;['littera', 'epistola'];Un littera es un message scribite que es expedite ad altere personas frequentemente per posta.
information-realization;['essayo'];Composition litterari que expone un o varie theses super un affaire.
information-realization;['pictura', 'pictor'];Le arte de pinger.
information-realization;['musica'];Musica [mú-zi-ka] es le arte del combination de sonos de accordatura variante in le production de compositiones expressive de varie emotiones e ideas Le scientia del tonos harmonic que tracta del principios del harmonia, o del proprietates, dependentias e relationes del tonos inter se.
information-realization;['dansa'];== Exegese == Le dansa es le arte consistente in exprimer se per medio de movimentos del corpore al rhythmo de musica.
information-realization;['catechismo'];Le catechismo [ka-te-kíz-mo], ab le greco katecheo pro "inseniar" o "instruer", es un manual popular de doctrina christian, normalmente in forma de questiones e responsas, intendite pro le instruction religiose
information-realization;['eneide'];Le Eneide es un epos latin per Publio Virgilio Maron, plus cognoscite como Virgilio, in le seculo I aEC. Le opus esseva scribite post un petition del imperator Augusto, qui ha concludite le transformation del Imperio Roman a un monarchia e qui voleva attribuer un origine mythic al Imperio pro glorificar lo.
information-realization;['haiku'];Un haiku pote esser le forma poetic le plus cognoscite de Japon.
information-realization;['facsimile'];Un facsimile es un copia o reproduction de un ancian libro, manuscripto, mappa, stampa de arte o un altere articulo de valor historic le qual es tanto ver como possibile al original.
information-realization;['calco'];In lexicologia, etymologia e linguistica historic, un calco es un parola o phrase prestate de un altere lingua per medio de traduction litteral, i.e.
information-realization;['euphemismo', 'euphemia'];Un euphemismo [eu-fe-mís-mo] o euphemia [eu-fe-mía] es le substitution de un parola o phrase per un altere pro occultar le cruditate o gravitate del original.
information-realization;['epitaphio'];Un epitaphio [e-pi-tá-fio] es un phrase pro scriber super un tumba, sovente le idea per su proprietario pro iste fin, e que revela su vision del mundo.
information-realization;['postmodernismo', 'post-modernismo'];Le Postmodernismo esseva un developpamento cultural general, specialmente in America del Nord, que resultava in le general collapso de confidentia in le principios rational universal del Illuminismo.
information-realization;['modernismo'];Le Modernismo en su definition plus large, es le practica, character o pensamiento moderne.
information-realization;['typographia'];Typographia es le arte e technica de arrangiar typos pro facer linguas vidibile.
information-realization;['blasphemia'];Blasphemia es in un religion un discurso o scripto que exprime contempto e manco de respecto pro le religion, su deo e pro tote lo que le concerne.
information-realization;['litteratura'];Le litteratura es le arte que emplea como medio de expression un lingua.
information-realization;['evangelio', 'evangelios', 'hypothese de oxford', 'hypothese oral', 'material proprie'];Evangelio, [sub] Litt.
information-realization;['constitution'];Un constitution esse un gruppo de regulas - sovente codificate como un documento scripte - que establi le principios de un organisation autonome, usualmente governamental.
information-realization;['science-fiction', 'scientia fictive'];Le scientia fictive es un genere del litteratura e cinematographia que tracta le homine, le societate, o le mundo circumstante per medio de constellationes temporal o spatial radical alternative.
information-realization;['hypertexto'];In informatica, un systema de hypertexto se destina a exhibir information que contine referentias a altere informationes in le systema, e a publicar, actualisar e recercar facilemente le information.
information-realization;['musica classic'];Musica classic es le musica de arte, producite in, o con radices in, le traditiones de musica liturgic e secular del occidente, comprendente un periodo large ab approximativemente le seculo 11 al tempore presente.
information-realization;['musica pop'];Le Musica pop, un abbreviation pro musica popular, es un genere del musica contemporanee.
information-realization;['tango'];Le Tango es un dansa social e un genere musical rioplatense
information-realization;['evangelio secundo luca', 'luca'];Le Evangelio secundo Luca es un del quatro evangelios del Nove Testamento.
information-realization;['evangelio secundo mattheo', 'mattheo'];Le Evangelio secundo Mattheo es un libro del Nove Testamento super le vita, morte e resurrection de Jesus Christo.
information-realization;['reggae'];Le Reggae es un genere de musica que originava de Jamaica al fin del annos 1960.
information-realization;['libro de mormon'];Le Libro de Mormon es un recompilation de scriptos que le Ecclesia de Jesus Christo del Sanctos del Ultime Dies considera inspirate per Deo al par del Biblia.
information-realization;['koran', 'coran'];Le Koran es le libro sacrate del Islam.
information-realization;['talmud'];Le Talmud [tál-mud] in le definition plus stricte es un commentario in aramaico super le Mishnah. ma il es commun usar le termino Talmud como le nomine collective del Mishnah e del Ghemara.
information-realization;['nove testamento', 'nove testamento grec'];Le Nove Testamento es le nomine date al secunde major subdivision del Biblia christian.
information-realization;['logarithmo', 'logarithmo decimal', 'logarithmo napierian', 'logarithmo natural', 'logarithmo neperian'];Le logarithmo es definite como le inverso del exponentiation.
information-realization;['deuteronomio', 'deuteronomista'];Deuteronomio es le nomine date al quinte libro del Pentateucho, derivate de un errate traduction per le Septanta de deut.
information-realization;['torah', 'pentateucho', 'codice sacerdotal'];Le Torah es le plus importante del scripturas judee, le prime cinque libros del Tanakh.
information-realization;['la marseillaise'];"La Marseillaise", de Rouget de Lisle, es le hymno national de Francia.
information-realization;['evangelio secundo johannes', 'johannes', 'quarte evangelio'];Le Evangelio secundo Johannes es un del quatro evangelios del Nove Testamento.
information-realization;['derecto roman'];Le expression derecto roman designa le ordinamento juridic que regeva al civitanos de Roma e, con posterioritate, de celles isntalate in distincte sectores de su Imperio, in un spectro historic cuje puncto de partita se situa con le fundation de Roma e que se extende usque mediatos del seculo VI EC, epocha in le qual Justiniano compilava le cognoscite ab le Renascentia como Corpus Iuris Civilis.
information-realization;['igor stravinskij'];Igor Stravinskij
information-realization;['biblia', 'biblia interlinear'];Le Biblia christian es un recompilation de scriptos que christianos considera esser inspirate per Deo.
information-realization;['evangelio secundo marco', 'marco'];Le Evangelio secundo Marco es un del quatro evangelios del Nove Testamento.
information-realization;['ketuvim', 'ketubim'];Le Ketuvim o Ketubim es le tertie division del Tanakh.
information-realization;['musica traditional'];Le musica traditional o musica folkloric es le formas de music que veni de traditiones oral in culturas national e ethnic.
information-realization;['dialecto'];Un dialecto es un variante de un linguage.
information-realization;['acrostico', 'acrosticon'];Acrostico es Poema in que le litteras inicial, medie o final de cata verso, legite in senso vertical, forma un vocabulo o expression.
intentional-collective;['pietismo'];Le pietismo es un approche al christianismo, particularmente associate a scriptores german del 17e seculo, le qual emphatisava le appropriation personal del fide e le necessitate de sanctitate in le vita christian.
intentional-collective;['illuminismo'];Illuminismo es un termino usate desde le seculo 19 pro referer al ration e autonomia human, characteristic de gran parte del pensamento europee occidental e american del nord durante le seculo 18.
