abstract-quality;['personalidade', 'personalidades', 'pessoa', 'temperamento'];Sentir e agir
functional-matter;['vigna unguiculata', 'feijão maçácar', 'feijão-careta', 'feijão-chícharo', 'feijão-de-corda', 'feijão-de-frade', 'feijão-frade', 'feijão-macúndi', 'feijão-mancanha', 'feijão-miúdo da china', 'feijão boca preta', 'feijão careta', 'feijão carita', 'feijão corda', 'feijão de macáçar', 'feijão mineiro', 'macunde', 'feijão-fradinho', 'boca-preta', 'boca preta', 'ervilha-de-vaca', 'ervilha de vaca', 'favalinha', 'feijão-alfanje', 'feijão-besugo', 'feijão-carita', 'feijão-carito', 'feijão-caupi', 'feijão-chinês', 'feijão-congo', 'feijão-corda', 'feijão-de-boi', 'feijão-de-macáçar', 'feijão-de-olho-preto', 'feijão-de-vaca', 'feijão-de-vara', 'feijão-frade-comprido', 'feijão-gurutuba', 'feijão-kongo', 'feijão-lagartixa', 'feijão-macáçar', 'feijão-maçácar', 'feijão-mineiro', 'feijão-miúdo', 'feijão-miúdo-da-china', 'feijão-vinha', 'feijão alfanje', 'feijão besugo', 'feijão carito', 'feijão caupi', 'feijão chinês', 'feijão chícharo', 'feijão congo', 'feijão de boi', 'feijão de corda', 'feijão de frade', 'feijão de olho preto', 'feijão de vaca', 'feijão de vara', 'feijão frade', 'feijão frade comprido', 'feijão fradinho', 'feijão gurutuba', 'feijão kongo', 'feijão lagartixa', 'feijão macáçar', 'feijão macúndi', 'feijão mancanha', 'feijão massaca', 'feijão mebauene', 'feijão miúdo', 'feijão miúdo da china', 'feijão mucunha', 'feijão mulato gelato', 'feijão vinha', 'feijãozinho-da-índia', 'feijãozinho da índia', 'macassa', 'macúndi', 'massaca', 'mebauene', 'mucunha', 'mulato-gelato', 'mulato gelato', 'namerrua', 'caupi', 'caupi planta', 'de olhos negros feijão', 'vigna sinensis'];Um tipo de feijão, mais conhecido como feijão-fradinho
functional-matter;['sequoia-gigante', 'sequóia gigante', 'sequoiadendron giganteum', 'sequoiadendron', 'giganteum sequoiadendron', 'grande árvore', 'sequoia gigante', 'sequoia gigantea', 'sequoia wellingtonia', 'serra redwood'];Apesar do nome popular, não faz parte do gênero Sequoia.
functional-matter;['vinho', 'vinhos', 'zurrapa', 'vino'];Em inglês
functional-matter;['maçã', 'quadra', 'maçãs', 'maçã reineta', 'macieira', 'madeira de macieira', 'green apple', 'malus domestica'];A árvore que produz a maçã
functional-matter;['cheddar', 'queijo americano', 'queijo cheddar', 'armerican cheddar'];Produzido originalmente na região da vila homônima
functional-matter;['tokaji', 'tokaj', 'tokay'];O tipo de vinho produzido nessa região
functional-matter;['geada', 'geada branca', 'geada negra', 'escarcha', 'escarcha branca', 'geadas', 'hoarfrost'];Fenômeno climático
functional-matter;['biscuit', 'bolacha'];Pão da culinária dos Estados Unidos
functional-matter;['sopa', 'sopas', 'sopa enlatada'];Um alimento com características muito variadas
functional-matter;['caldo', 'caldo de carne', 'estoque'];Obtido cozendo ossos, carne, peixe, ou outros ingredientes
functional-matter;['bolo', 'bolos'];Alimento a base de massa de farinha, geralmente doce e cozido no forno.
functional-matter;['pedra', 'rocha', 'rochas', 'pedras', 'rochosa', 'tipos de rochas'];Material geológico.
functional-matter;['matéria-prima', 'matérias-primas', 'matéria prima', 'matéria-mãe', 'matérias primas', 'materia-prima', 'materia prima'];O nome dado a um material que sirva de entrada para um sistema de produção qualquer
functional-matter;['leite', 'leite de vaca', 'proteína do leite', 'sólidos de leite'];O alimento básico produzido pelas fêmeas de mamíferos para alimentar suas crias
functional-matter;['magma', 'lava', 'magmatismo', 'erupção magmática', 'magmas', 'magmática'];Uma rocha fundida.
functional-matter;['baguete', 'baguetes', 'baguette', 'bagetes'];Também conhecido "bengala" ou "bisnaga".
functional-matter;['ás'];Carta de jogar
functional-matter;['rei'];Carta de baralho
functional-matter;['macarrão', 'macarrao', 'macarronada', 'noodles'];O macarrão parafuso
functional-matter;['granito', 'granítica', 'granítico', 'graníticas', 'paisagem granítica', 'granito rosa', 'granitos'];No Rio de Janeiro.
functional-matter;['cheddar', 'queijo americano', 'queijo cheddar', 'armerican cheddar'];Produzido originalmente na região da vila homônima
functional-matter;['carbonara', 'spaghetti alla carbonara'];Receita tradicional italiana
functional-matter;['xisto betuminoso', 'xistos betuminosos', 'óleo de xisto'];Rica em material orgânico.
functional-matter;['biscuit', 'bolacha'];Pão da culinária dos Estados Unidos
functional-matter;['couve-galega', 'couve galega', 'berça', 'couve-ratinha', 'couve de folhas', 'couve portuguesa', 'couve ratinha', 'verça', 'couve', 'collards'];Outro nome dado em Portugal a esta variedade de couve.
functional-matter;['galena'];Uma forma natural de sulfeto de chumbo e uma das principais fontes de chumbo
functional-matter;['mingau', 'porridge', 'papa'];Alimento de consistência cremosa
functional-matter;['ricota', 'requeijão', 'ricotta', 'queijo ricota'];Chamado de requeijão em Portugal
functional-matter;['fezes', 'dejeto', 'excremento', 'merda', 'dejeção', 'defecação', 'fecal', 'bosta', 'cagada', 'cagalhão', 'cocô', 'côcô', 'dejecto', 'excrementos', 'feze', 'matéria fecal', 'esterco', 'excrementos de pássaros', 'matérias fecais'];Excrementos pós-digestivos dos animais.
functional-matter;['salsa'];Da culinária mexicana
functional-matter;['antídoto', 'antidoto', 'contraveneno', 'antídotos', 'counterpoison'];Substância ou mistura que neutraliza os efeitos de um veneno.
functional-matter;['berilo', 'água-marinha', 'berilo vermelho', 'morganita'];Um mineral, ou
functional-matter;['pele', 'pelo', 'tosão', 'pêlos', 'pelagem', 'pelos', 'piliforme', 'pêlo', 'peles'];Grandes. juba.
functional-matter;['hematita', 'hematite'];Mineral constituído por Óxido de ferro (III)
functional-matter;['última ceia', 'a última ceia', 'santa ceia', 'instituição da eucaristia'];Acontecimento bíblico da Ceia de Jesus com os seus apóstolos.
functional-matter;['clara do ovo', 'clara de ovo', 'clara', 'ovalbumina', 'albumen', 'albúmen'];Parte do ovo.
functional-matter;['molho tabasco', 'molho de tabasco'];Um molho da Luisiana, EUA, preparado à base de pimento tabasco
functional-matter;['bloody mary', 'blood mary'];Um coquetel feito com vodca e suco de tomate.
functional-matter;['lama', 'multi-user dungeon', 'argila', 'barro', 'mud', 'lamacenta', 'lameiro', 'lameirões', 'mucks'];Uma modalidade de jogo de RPG via Internet em tempo real e modo texto.
functional-matter;['âmbar cinza', 'âmbar gris', 'âmbar pardo', 'ambargris', 'ambergris', 'âmbar-gris', 'âmbar de baleia', 'âmbar', 'âmbar cinzento'];Gordurosa e inflamável
functional-matter;['gefilte fish', 'fishball', 'gefilte peixe', 'peixe gefilte'];Prato típico judaico
functional-matter;['leitão', 'inasal', 'lechon', 'litson', 'cochon de lait'];Nome comum para o porco jovem
genetic-collective;['branco', 'brancos', 'raça branca', 'caucasiana', 'caucasianas', 'caucasianos', '\u200b\u200bbrancos', 'a raça caucasiana', 'as pessoas brancas', 'pessoas brancas', 'raça caucasóide', 'white people'];O oposto de loiros.
genetic-collective;['clã', 'tribo', 'clãs', 'familia', 'família', 'clann', 'grupo de parentesco', 'parentes', 'povos tribais', 'sociedades tribais', 'sub-clã', 'tribal', 'tribos', 'unidades japonesas de medição'];Um grupo de pessoas que compartilham um antepassado comum (real ou mítico).
genetic-collective;['família', 'famílias', 'família consanguínea', 'família tradicional', 'relações familiares', 'unidade familiar'];Unidade básica da sociedade formada por indivíduos com ancestrais em comum ou ligados por laços afetivos
geographical-object;['atlântida', 'atlantida', 'atlandida', 'tântalis', 'atlantis'];Cuja existência ou localização nunca foram confirmadas.
geographical-object;['zodíaco', 'constelação zodiacal', 'signos do zodíaco', 'zodíaco tropical'];A lua e os planetas
geographical-object;['lago', 'lagos', 'lacustre', 'lago de passagem', 'lago de água doce', 'lago efêmero', 'lago intermitente', 'lago natural'];Depressão de um terreno permanentemente coberta de água
geographical-object;['rio mackenzie', 'mackenzie', 'mackenzie rio'];No Canadá
geographical-object;['rio loire', 'loire', 'líger', 'rio líger'];Um dos maiores rios da França.
geographical-object;['grandes lagos', 'grandes lagos da américa do norte'];Grupo de cinco lagos na América do Norte.
geographical-object;['galápagos', 'ilhas galápagos', 'arquipélago de colombo', 'arquipélago de galápagos', 'ilha de galápagos', 'galápagos islands', 'islas galápagos', 'arquipélago dos galápagos'];Um arquipélago no Equador.
geographical-object;['arquipélago de gambier', 'ilhas gambier', 'gambier'];Arquipélago da Polinésia Francesa
geographical-object;['arquipélago de bismarck', 'arquipélago bismarck'];Parte da Papua-Nova Guiné
geographical-object;['ilhas malvinas', 'ilhas falkland', 'colónia da ilhas falkland', 'economia das ilhas malvinas', 'falclanda', 'falklands', 'história das malvinas', 'ilhas falclanda', 'ilhas falklands', 'kelpers', 'malvinas', 'questão das ilhas malvinas'];Possessão britânica no Atlântico Sul
geographical-object;['golfo da califórnia', 'mar de cortés', 'mar bermejo', 'mar de cortez'];Corpo de água que separa a Península de Baja California da área continental do resto do território do México
geographical-object;['oceania', 'oceânia', 'geografia da oceania', 'novíssimo mundo', 'ilhas do pacífico', 'ilhas do pacífico sul', 'oceanica'];Região geográfica e geopolítica de muitos territórios insulares no Oceano Pacífico sul
geographical-object;['cataratas do iguaçu', 'iguaçu', 'cachoeira de iguaçu', 'salto do iguaçu', 'saltos do iguassú', 'saltos do iguaçu', 'pobre niágara', 'cataratas do rio iguaçu', 'garganta do diabo'];Conjunto de 275 quedas de águas no rio Iguaçu.
geographical-object;['rio congo', 'congo', 'rio zaire', 'bacia do rio congo', 'zaire', 'congo-brazzaville'];No passado chamado rio Zaire
geographical-object;['rio amazonas', 'amazonas', 'o rio amazonas', 'amazona'];Ao centro da floresta amazônica.
geographical-object;['cabo cod', 'cape cod', 'baía de cape cod'];Estados Unidos
geographical-object;['riacho', 'córrego', 'corrente', 'curso de água', 'ribeiro', 'cursos de água', 'correnteza', "curso d'água", 'arroio', 'regato', 'córregos', 'ribeiros', 'ribeira', 'ribeirão', 'fluxo intermitente', 'ruisseau'];Corpo de água corrente de pequeno porte.
geographical-object;['rio grande', 'rio bravo'];Rio fronteiriço entre o México e os Estados Unidos
geographical-object;['rio são lourenço', 'são lourenço', 'rio saint-laurent'];Grande rio da América do Norte
geographical-object;['arábia', 'península arábica', 'península da arábia', 'árabia', 'península árabe', 'saudita'];A leste da Etiópia e ao norte da Somália, ao sul da Palestina, da Jordânia e da Mesopotâmia, e ao sudoeste do Irã.
geographical-object;['península de iucatã', 'península de iucatão', 'península de yucatan', 'península de yucatán', 'península do iucatão', 'península do yucatán', 'península do iucatã', 'iucatã', 'iucatão', 'yucatan peninsula'];Uma península do México
geographical-object;['península de kamchatka', 'península de kamtchatka', 'camecháteca', 'kamchatka', 'península da kamchatka', 'península de camchaca', 'península de camecháteca', 'na península de kamchatka'];Península no extremo leste da Rússia
geographical-object;['rio elba', 'elba', 'elba germânico', 'labe', 'rio labe', 'vale do elba'];Nasce na República Checa, atravessa a Alemanha e desagua no Mar do Norte.
geographical-object;['rio colorado', 'colorado'];Cortando o Grand Canyon
geographical-object;['rio little bighorn', 'chifre pequeno', 'little bighorn rio'];Rio do Montana, perto do qual a batalha foi travada.
geographical-object;['rio ohio', 'ohio'];Afluente do rio Mississippi
geographical-object;['rio gila', 'gila', 'gila river'];Rio que corta o deserto de Sonora (EUA).
geographical-object;['rio ob', 'ob', 'rio obi'];Na Ásia
geographical-object;['vau', 'cruzamento', 'ford', 'rio ford'];Lago ou mar com profundidade suficientemente rasa para passar a pé, a cavalo ou com um veículo.
geographical-object;['rio paraná', 'paraná', 'delta do rio paraná', 'córrego do veado'];Banha Brasil, Paraguai e Argentina
geographical-object;['cachoeira', 'cascata', 'queda de água', 'catarata', 'fervenza', "queda d'água", 'cachoeiras', 'salto', "queda-d'água", "quedas-d'água", 'quedas de água'];Formação geomorfológica na qual os cursos de água correm por cima de uma rocha
geographical-object;['floresta húmida', 'floresta tropical', 'floresta equatorial', 'selva', 'floresta chuvosa', 'floresta de chuvas', 'floresta pluvial', 'floresta úmida', 'floresta', 'florestas tropicais', 'florestas húmidas', 'camada emergente'];Floresta que se desenvolve em clima húmido
geographical-object;['rio níger', 'rio chade', 'rio niger', 'alto níger', 'baixo níger', 'tembacunda', 'tembakounda', 'níger'];Rio da África
geographical-object;['mar do caribe', 'mar das caraíbas', 'marea antilelor', 'marea caraibelor', 'mar das antilhas', 'caraíbas', 'caribe', 'mar do caribé'];Região geográfica
geographical-object;['golfo de bengala', 'baía de bengala', 'baía de bengal', 'de bengala', 'golfo do bengala'];Malásia e Sri Lanka.
geographical-object;['mar do japão', 'mares do japão', 'mar do leste'];O nome coreano usado em ambas Coreias
geographical-object;['mar de bismarck'];Nas proximidades do mesmo arquipélago
geographical-object;['rio murray', 'murray river'];Rio da Austrália.
geographical-object;['rio da prata', 'rio de la plata', 'estuário do prata', 'estuário do rio da prata', 'río de la plata', 'região do prata', 'rio prata', 'la plata', 'plata'];Um grande estuário entre Argentina e Uruguai
geographical-object;['capri', 'cápri', 'ilha de capri', 'ilha de cápri'];Ilha no mar Tirreno
geographical-object;['nova caledônia', 'nova caledónia', 'categoria:nova caledônia', 'território da nova caledónia e possessões'];Ilha do Pacífico Sul
geographical-object;['nova irlanda', 'new ireland'];Na Papua-Nova Guiné
geographical-object;['guadalupe', 'guadeloupe', 'economia de guadalupe', 'ilha de guadeloupe', 'gaudalupe'];Departamento ultramarino francês nas Caraíbas
geographical-object;['bosque', 'floresta', 'mata', 'madeira', 'matas das regiões temperadas', 'mato', 'bosques', 'arvoredo', 'florestas', 'selva', 'arborizada', 'timberland'];Uma formação florestal
geographical-object;['rio danúbio', 'danúbio', 'danubio', 'danúbio inferior', 'ister', 'médio danúbio', 'rio ister', 'danau'];O segundo rio mais longo da Europa.
geographical-object;['lago michigan', 'lago michigão'];Um dos Grandes Lagos.
geographical-object;['lago erie', 'erié'];Um dos Grandes Lagos da América do Norte
geographical-object;['maiorca', 'mallorca', 'majorca', 'malhorca'];A maior ilha do arquipélago espanhol das Ilhas Baleares
geographical-object;['antígua', 'antiga'];Ilha do Caribe
geographical-object;['hokkaido', 'ezo', 'hokkaidō', 'hocaido', 'hokaido', 'ilha de hokkaido', 'região de hokkaido', 'província de hokkaido', 'yezo'];No Japão, com uma cidade chamada e um vulcão de mesmo nome
